,Active season,Player,Team,Conference,Date,Position,Height,Weight,Age,Draft Year,Seasons in league,Season,Season short,Real_value
904,0,Greivis Vasquez,New Orleans Hornets,West,"Dec 31, 2012",G,78,217,26,2010,2,2012-2013,2013,0.5
905,0,LeBron James,Miami Heat,East,"Dec 24, 2012",F,80,250,28,2003,9,2012-2013,2013,0.5
906,0,Chris Paul,Los Angeles Clippers,West,"Dec 24, 2012",PG,72,175,27,2005,7,2012-2013,2013,0.5
907,0,Paul George,Indiana Pacers,East,"Dec 17, 2012",GF,81,220,22,2010,2,2012-2013,2013,0.5
908,0,David Lee,Golden State Warriors,West,"Dec 17, 2012",FC,81,245,29,2005,7,2012-2013,2013,0.5
909,0,Josh Smith,Atlanta Hawks,East,"Dec 10, 2012",PF,81,225,27,2004,8,2012-2013,2013,0.5
910,0,Blake Griffin,Los Angeles Clippers,West,"Dec 10, 2012",PF,82,250,23,2009,3,2012-2013,2013,0.5
911,0,Carmelo Anthony,New York Knicks,East,"Dec 3, 2012",F,80,240,28,2003,9,2012-2013,2013,0.5
912,0,Kevin Durant,Oklahoma City Thunder,West,"Dec 3, 2012",SF,81,240,24,2007,5,2012-2013,2013,0.5
913,0,Al Horford,Atlanta Hawks,East,"Nov 26, 2012",FC,82,245,26,2007,5,2012-2013,2013,0.5
914,0,Tim Duncan,San Antonio Spurs,West,"Nov 26, 2012",FC,83,250,36,1997,15,2012-2013,2013,0.5
915,0,LeBron James,Miami Heat,East,"Nov 19, 2012",F,80,250,28,2003,9,2012-2013,2013,0.5
916,0,Kevin Durant,Oklahoma City Thunder,West,"Nov 19, 2012",SF,81,240,24,2007,5,2012-2013,2013,0.5
917,0,LeBron James,Miami Heat,East,"Nov 12, 2012",F,80,250,28,2003,9,2012-2013,2013,0.5
918,0,Kenneth Faried,Denver Nuggets,West,"Nov 12, 2012",F,80,220,23,2011,1,2012-2013,2013,0.5
919,0,Brandon Jennings,Milwaukee Bucks,East,"Nov 5, 2012",G,73,170,23,2009,3,2012-2013,2013,0.5
920,0,James Harden,Houston Rockets,West,"Nov 5, 2012",SG,77,220,23,2009,3,2012-2013,2013,0.5
921,0,Jeff Teague,Atlanta Hawks,East,"Apr 14, 2014",PG,74,186,25,2009,4,2013-2014,2014,0.5
922,0,Monta Ellis,Dallas Mavericks,West,"Apr 14, 2014",G,75,185,28,2005,8,2013-2014,2014,0.5
923,0,Al Jefferson,Charlotte Bobcats,East,"Apr 7, 2014",FC,82,289,29,2004,9,2013-2014,2014,0.5
924,0,Dirk Nowitzki,Dallas Mavericks,West,"Apr 7, 2014",PF,84,245,35,1998,15,2013-2014,2014,0.5
925,0,Nikola Vucevic,Orlando Magic,East,"Mar 31, 2014",PF,84,260,23,2011,2,2013-2014,2014,0.5
926,0,Tim Duncan,San Antonio Spurs,West,"Mar 31, 2014",FC,83,250,37,1997,16,2013-2014,2014,0.5
927,0,Joe Johnson,Brooklyn Nets,East,"Mar 24, 2014",SG,79,240,32,2001,12,2013-2014,2014,0.5
928,0,Kevin Durant,Oklahoma City Thunder,West,"Mar 24, 2014",SF,81,240,25,2007,6,2013-2014,2014,0.5
929,0,Al Jefferson,Charlotte Bobcats,East,"Mar 17, 2014",FC,82,289,29,2004,9,2013-2014,2014,0.5
930,0,Blake Griffin,Los Angeles Clippers,West,"Mar 17, 2014",PF,82,250,24,2009,4,2013-2014,2014,0.5
931,0,Carmelo Anthony,New York Knicks,East,"Mar 10, 2014",F,80,240,29,2003,10,2013-2014,2014,0.5
932,0,James Harden,Houston Rockets,West,"Mar 10, 2014",SG,77,220,24,2009,4,2013-2014,2014,0.5
933,0,John Wall,Washington Wizards,East,"Mar 3, 2014",PG,76,210,23,2010,3,2013-2014,2014,0.5
934,0,James Harden,Houston Rockets,West,"Mar 3, 2014",SG,77,220,24,2009,4,2013-2014,2014,0.5
935,0,Kemba Walker,Charlotte Bobcats,East,"Feb 24, 2014",G,73,184,23,2011,2,2013-2014,2014,0.5
936,0,Kevin Love,Minnesota Timberwolves,West,"Feb 24, 2014",FC,82,251,25,2008,5,2013-2014,2014,0.5
937,0,Jared Sullinger,Boston Celtics,East,"Feb 10, 2014",C,81,260,21,2012,1,2013-2014,2014,0.5
938,0,Kevin Durant,Oklahoma City Thunder,West,"Feb 10, 2014",SF,81,240,25,2007,6,2013-2014,2014,0.5
939,0,Kyle Lowry,Toronto Raptors,East,"Feb 3, 2014",PG,73,196,27,2006,7,2013-2014,2014,0.5
940,0,Goran Dragic,Phoenix Suns,West,"Feb 3, 2014",G,75,190,27,2008,5,2013-2014,2014,0.5
941,0,Paul Millsap,Atlanta Hawks,East,"Jan 27, 2014",FC,80,246,29,2006,7,2013-2014,2014,0.5
942,0,Kevin Durant,Oklahoma City Thunder,West,"Jan 27, 2014",SF,81,240,25,2007,6,2013-2014,2014,0.5
943,0,Paul George,Indiana Pacers,East,"Jan 20, 2014",GF,81,220,23,2010,3,2013-2014,2014,0.5
944,0,Kevin Durant,Oklahoma City Thunder,West,"Jan 20, 2014",SF,81,240,25,2007,6,2013-2014,2014,0.5
945,0,Carmelo Anthony,New York Knicks,East,"Jan 13, 2014",F,80,240,29,2003,10,2013-2014,2014,0.5
946,0,DeMarcus Cousins,Sacramento Kings,West,"Jan 13, 2014",C,83,270,23,2010,3,2013-2014,2014,0.5
947,0,Thaddeus Young,Philadelphia Sixers,East,"Jan 6, 2014",F,80,221,25,2007,6,2013-2014,2014,0.5
948,0,David Lee,Golden State Warriors,West,"Jan 6, 2014",FC,81,245,30,2005,8,2013-2014,2014,0.5
949,0,Chris Bosh,Miami Heat,East,"Dec 30, 2013",PF,83,235,29,2003,10,2013-2014,2014,0.5
950,0,Kevin Durant,Oklahoma City Thunder,West,"Dec 30, 2013",SF,81,240,25,2007,6,2013-2014,2014,0.5
951,0,Dwyane Wade,Miami Heat,East,"Dec 23, 2013",SG,76,220,32,2003,10,2013-2014,2014,0.5
952,0,Blake Griffin,Los Angeles Clippers,West,"Dec 23, 2013",PF,82,250,24,2009,4,2013-2014,2014,0.5
953,0,Kyrie Irving,Cleveland Cavaliers,East,"Dec 16, 2013",G,75,193,21,2011,2,2013-2014,2014,0.5
954,0,LaMarcus Aldridge,Portland Trail Blazers,West,"Dec 16, 2013",FC,83,260,28,2006,7,2013-2014,2014,0.5
955,0,Jordan Crawford,Boston Celtics,East,"Dec 9, 2013",G,77,195,25,2010,3,2013-2014,2014,0.5
956,0,LaMarcus Aldridge,Portland Trail Blazers,West,"Dec 9, 2013",FC,83,260,28,2006,7,2013-2014,2014,0.5
957,0,LeBron James,Miami Heat,East,"Dec 2, 2013",F,80,250,29,2003,10,2013-2014,2014,0.5
958,0,Kevin Durant,Oklahoma City Thunder,West,"Dec 2, 2013",SF,81,240,25,2007,6,2013-2014,2014,0.5
959,0,John Wall,Washington Wizards,East,"Nov 25, 2013",PG,76,210,23,2010,3,2013-2014,2014,0.5
960,0,LaMarcus Aldridge,Portland Trail Blazers,West,"Nov 25, 2013",FC,83,260,28,2006,7,2013-2014,2014,0.5
961,0,LeBron James,Miami Heat,East,"Nov 18, 2013",F,80,250,29,2003,10,2013-2014,2014,0.5
962,0,Blake Griffin,Los Angeles Clippers,West,"Nov 18, 2013",PF,82,250,24,2009,4,2013-2014,2014,0.5
963,0,Paul George,Indiana Pacers,East,"Nov 11, 2013",GF,81,220,23,2010,3,2013-2014,2014,0.5
964,0,Markieff Morris,Phoenix Suns,West,"Nov 11, 2013",PF,82,245,24,2011,2,2013-2014,2014,0.5
965,0,Michael Carter-Williams,Philadelphia Sixers,East,"Nov 4, 2013",PG,78,190,22,2013,0,2013-2014,2014,0.5
966,0,Kevin Love,Minnesota Timberwolves,West,"Nov 4, 2013",FC,82,251,25,2008,5,2013-2014,2014,0.5
967,0,Isaiah Thomas,Boston Celtics,East,"Apr 13, 2015",PG,69,185,26,2011,3,2014-2015,2015,0.5
968,0,Tim Duncan,San Antonio Spurs,West,"Apr 13, 2015",FC,83,250,38,1997,17,2014-2015,2015,0.5
969,0,Brook Lopez,Brooklyn Nets,East,"Apr 6, 2015",C,84,270,26,2008,6,2014-2015,2015,0.5
970,0,James Harden,Houston Rockets,West,"Apr 6, 2015",SG,77,220,25,2009,5,2014-2015,2015,0.5
971,0,Brook Lopez,Brooklyn Nets,East,"Mar 30, 2015",C,84,270,26,2008,6,2014-2015,2015,0.5
972,0,Stephen Curry,Golden State Warriors,West,"Mar 30, 2015",G,75,190,26,2009,5,2014-2015,2015,0.5
973,0,Dwyane Wade,Miami Heat,East,"Mar 23, 2015",SG,76,220,33,2003,11,2014-2015,2015,0.5
974,0,Chris Paul,Los Angeles Clippers,West,"Mar 23, 2015",PG,72,175,29,2005,9,2014-2015,2015,0.5
975,0,Kyrie Irving,Cleveland Cavaliers,East,"Mar 16, 2015",G,75,193,22,2011,3,2014-2015,2015,0.5
976,0,Anthony Davis,New Orleans Pelicans,West,"Mar 16, 2015",PF,82,253,21,2012,2,2014-2015,2015,0.5
977,0,Mo Williams,Charlotte Hornets,East,"Mar 9, 2015",G,73,198,32,2003,11,2014-2015,2015,0.5
978,0,Russell Westbrook,Oklahoma City Thunder,West,"Mar 9, 2015",G,75,200,26,2008,6,2014-2015,2015,0.5
979,0,Isaiah Thomas,Boston Celtics,East,"Mar 2, 2015",PG,69,185,26,2011,3,2014-2015,2015,0.5
980,0,Damian Lillard,Portland Trail Blazers,West,"Mar 2, 2015",G,75,195,24,2012,2,2014-2015,2015,0.5
981,0,Giannis Antetokounmpo,Milwaukee Bucks,East,"Feb 9, 2015",F,83,242,20,2013,1,2014-2015,2015,0.5
982,0,Russell Westbrook,Oklahoma City Thunder,West,"Feb 9, 2015",G,75,200,26,2008,6,2014-2015,2015,0.5
983,0,Kyrie Irving,Cleveland Cavaliers,East,"Feb 2, 2015",G,75,193,22,2011,3,2014-2015,2015,0.5
984,0,Zach Randolph,Memphis Grizzlies,West,"Feb 2, 2015",PF,81,260,33,2001,13,2014-2015,2015,0.5
985,0,LeBron James,Cleveland Cavaliers,East,"Jan 26, 2015",F,80,250,30,2003,11,2014-2015,2015,0.5
986,0,Klay Thompson,Golden State Warriors,West,"Jan 26, 2015",G,79,215,25,2011,3,2014-2015,2015,0.5
987,0,Al Horford,Atlanta Hawks,East,"Jan 19, 2015",FC,82,245,28,2007,7,2014-2015,2015,0.5
988,0,Mo Williams,Minnesota Timberwolves,West,"Jan 19, 2015",G,73,198,32,2003,11,2014-2015,2015,0.5
989,0,Kemba Walker,Charlotte Hornets,East,"Jan 12, 2015",G,73,184,24,2011,3,2014-2015,2015,0.5
990,0,Klay Thompson,Golden State Warriors,West,"Jan 12, 2015",G,79,215,25,2011,3,2014-2015,2015,0.5
991,0,Jeff Teague,Atlanta Hawks,East,"Jan 5, 2015",PG,74,186,26,2009,5,2014-2015,2015,0.5
992,0,Kevin Durant,Oklahoma City Thunder,West,"Jan 5, 2015",SF,81,240,26,2007,7,2014-2015,2015,0.5
993,0,Jimmy Butler,Chicago Bulls,East,"Dec 29, 2014",GF,80,236,25,2011,3,2014-2015,2015,0.5
994,0,James Harden,Houston Rockets,West,"Dec 29, 2014",SG,77,220,25,2009,5,2014-2015,2015,0.5
995,0,Al Horford,Atlanta Hawks,East,"Dec 22, 2014",FC,82,245,28,2007,7,2014-2015,2015,0.5
996,0,LaMarcus Aldridge,Portland Trail Blazers,West,"Dec 22, 2014",FC,83,260,29,2006,8,2014-2015,2015,0.5
997,0,John Wall,Washington Wizards,East,"Dec 15, 2014",PG,76,210,24,2010,4,2014-2015,2015,0.5
998,0,James Harden,Houston Rockets,West,"Dec 15, 2014",SG,77,220,25,2009,5,2014-2015,2015,0.5
999,0,Kyle Lowry,Toronto Raptors,East,"Dec 8, 2014",PG,73,196,28,2006,8,2014-2015,2015,0.5
1000,0,LaMarcus Aldridge,Portland Trail Blazers,West,"Dec 8, 2014",FC,83,260,29,2006,8,2014-2015,2015,0.5
1001,0,LeBron James,Cleveland Cavaliers,East,"Dec 1, 2014",F,80,250,30,2003,11,2014-2015,2015,0.5
1002,0,Blake Griffin,Los Angeles Clippers,West,"Dec 1, 2014",PF,82,250,25,2009,5,2014-2015,2015,0.5
1003,0,Lou Williams,Toronto Raptors,East,"Nov 24, 2014",G,73,175,28,2005,9,2014-2015,2015,0.5
1004,0,DeMarcus Cousins,Sacramento Kings,West,"Nov 24, 2014",C,83,270,24,2010,4,2014-2015,2015,0.5
1005,0,LeBron James,Cleveland Cavaliers,East,"Nov 17, 2014",F,80,250,30,2003,11,2014-2015,2015,0.5
1006,0,Damian Lillard,Portland Trail Blazers,West,"Nov 17, 2014",G,75,195,24,2012,2,2014-2015,2015,0.5
1007,0,Deron Williams,Brooklyn Nets,East,"Nov 10, 2014",PG,75,200,30,2005,9,2014-2015,2015,0.5
1008,0,Stephen Curry,Golden State Warriors,West,"Nov 10, 2014",G,75,190,26,2009,5,2014-2015,2015,0.5
1009,0,Chris Bosh,Miami Heat,East,"Nov 3, 2014",PF,83,235,30,2003,11,2014-2015,2015,0.5
1010,0,Klay Thompson,Golden State Warriors,West,"Nov 3, 2014",G,79,215,25,2011,3,2014-2015,2015,0.5
1011,0,Paul Millsap,Atlanta Hawks,East,"Apr 11, 2016",FC,80,246,31,2006,9,2015-2016,2016,0.5
1012,0,Karl-Anthony Towns,Minnesota Timberwolves,West,"Apr 11, 2016",C,84,244,20,2015,0,2015-2016,2016,0.5
1013,0,LeBron James,Cleveland Cavaliers,East,"Apr 4, 2016",F,80,250,31,2003,12,2015-2016,2016,0.5
1014,0,J.J. Barea,Dallas Mavericks,West,"Apr 4, 2016",G,72,185,31,2006,9,2015-2016,2016,0.5
1015,0,LeBron James,Cleveland Cavaliers,East,"Mar 28, 2016",F,80,250,31,2003,12,2015-2016,2016,0.5
1016,0,Klay Thompson,Golden State Warriors,West,"Mar 28, 2016",G,79,215,26,2011,4,2015-2016,2016,0.5
1017,0,Kyle Lowry,Toronto Raptors,East,"Mar 21, 2016",PG,73,196,29,2006,9,2015-2016,2016,0.5
1018,0,Kevin Durant,Oklahoma City Thunder,West,"Mar 21, 2016",SF,81,240,27,2007,8,2015-2016,2016,0.5
1019,0,Kemba Walker,Charlotte Hornets,East,"Mar 14, 2016",G,73,184,25,2011,4,2015-2016,2016,0.5
1020,0,Stephen Curry,Golden State Warriors,West,"Mar 14, 2016",G,75,190,27,2009,6,2015-2016,2016,0.5
1021,0,LeBron James,Cleveland Cavaliers,East,"Mar 7, 2016",F,80,250,31,2003,12,2015-2016,2016,0.5
1022,0,Kawhi Leonard,San Antonio Spurs,West,"Mar 7, 2016",F,79,230,24,2011,4,2015-2016,2016,0.5
1023,0,Kyle Lowry,Toronto Raptors,East,"Feb 29, 2016",PG,73,196,29,2006,9,2015-2016,2016,0.5
1024,0,Stephen Curry,Golden State Warriors,West,"Feb 29, 2016",G,75,190,27,2009,6,2015-2016,2016,0.5
1025,0,Isaiah Thomas,Boston Celtics,East,"Feb 8, 2016",PG,69,185,27,2011,4,2015-2016,2016,0.5
1026,0,LaMarcus Aldridge,San Antonio Spurs,West,"Feb 8, 2016",FC,83,260,30,2006,9,2015-2016,2016,0.5
1027,0,Dwyane Wade,Miami Heat,East,"Feb 1, 2016",SG,76,220,34,2003,12,2015-2016,2016,0.5
1028,0,Kevin Durant,Oklahoma City Thunder,West,"Feb 1, 2016",SF,81,240,27,2007,8,2015-2016,2016,0.5
1029,0,Kemba Walker,Charlotte Hornets,East,"Jan 25, 2016",G,73,184,25,2011,4,2015-2016,2016,0.5
1030,0,DeMarcus Cousins,Sacramento Kings,West,"Jan 25, 2016",C,83,270,25,2010,5,2015-2016,2016,0.5
1031,0,John Wall,Washington Wizards,East,"Jan 18, 2016",PG,76,210,25,2010,5,2015-2016,2016,0.5
1032,0,Kevin Durant,Oklahoma City Thunder,West,"Jan 18, 2016",SF,81,240,27,2007,8,2015-2016,2016,0.5
1033,0,LeBron James,Cleveland Cavaliers,East,"Jan 11, 2016",F,80,250,31,2003,12,2015-2016,2016,0.5
1034,0,Chris Paul,Los Angeles Clippers,West,"Jan 11, 2016",PG,72,175,30,2005,10,2015-2016,2016,0.5
1035,0,Brook Lopez,Brooklyn Nets,East,"Jan 4, 2016",C,84,270,27,2008,7,2015-2016,2016,0.5
1036,0,Draymond Green,Golden State Warriors,West,"Jan 4, 2016",F,79,230,25,2012,3,2015-2016,2016,0.5
1037,0,Marcin Gortat,Washington Wizards,East,"Dec 28, 2015",FC,83,240,32,2005,8,2015-2016,2016,0.5
1038,0,Russell Westbrook,Oklahoma City Thunder,West,"Dec 28, 2015",G,75,200,27,2008,7,2015-2016,2016,0.5
1039,0,Reggie Jackson,Detroit Pistons,East,"Dec 21, 2015",G,75,208,25,2011,4,2015-2016,2016,0.5
1040,0,Kawhi Leonard,San Antonio Spurs,West,"Dec 21, 2015",F,79,230,24,2011,4,2015-2016,2016,0.5
1041,0,DeMar DeRozan,Toronto Raptors,East,"Dec 14, 2015",GF,79,220,26,2009,6,2015-2016,2016,0.5
1042,0,Kevin Durant,Oklahoma City Thunder,West,"Dec 14, 2015",SF,81,240,27,2007,8,2015-2016,2016,0.5
1043,0,Reggie Jackson,Detroit Pistons,East,"Dec 7, 2015",G,75,208,25,2011,4,2015-2016,2016,0.5
1044,0,Stephen Curry,Golden State Warriors,West,"Dec 7, 2015",G,75,190,27,2009,6,2015-2016,2016,0.5
1045,0,Paul George,Indiana Pacers,East,"Nov 30, 2015",GF,81,220,25,2010,5,2015-2016,2016,0.5
1046,0,Kevin Durant,Oklahoma City Thunder,West,"Nov 30, 2015",SF,81,240,27,2007,8,2015-2016,2016,0.5
1047,0,LeBron James,Cleveland Cavaliers,East,"Nov 23, 2015",F,80,250,31,2003,12,2015-2016,2016,0.5
1048,0,Stephen Curry,Golden State Warriors,West,"Nov 23, 2015",G,75,190,27,2009,6,2015-2016,2016,0.5
1049,0,Nicolas Batum,Charlotte Hornets,East,"Nov 16, 2015",F,80,200,27,2008,7,2015-2016,2016,0.5
1050,0,DeMarcus Cousins,Sacramento Kings,West,"Nov 16, 2015",C,83,270,25,2010,5,2015-2016,2016,0.5
1051,0,Andre Drummond,Detroit Pistons,East,"Nov 9, 2015",C,83,279,22,2012,3,2015-2016,2016,0.5
1052,0,James Harden,Houston Rockets,West,"Nov 9, 2015",SG,77,220,26,2009,6,2015-2016,2016,0.5
1053,0,Andre Drummond,Detroit Pistons,East,"Nov 2, 2015",C,83,279,22,2012,3,2015-2016,2016,0.5
1054,0,Stephen Curry,Golden State Warriors,West,"Nov 2, 2015",G,75,190,27,2009,6,2015-2016,2016,0.5
1055,0,Paul George,Indiana Pacers,East,"Apr 10, 2017",GF,81,220,26,2010,6,2016-2017,2017,0.5
1056,0,Russell Westbrook,Oklahoma City Thunder,West,"Apr 10, 2017",G,75,200,28,2008,8,2016-2017,2017,0.5
1057,0,Jimmy Butler,Chicago Bulls,East,"Apr 3, 2017",GF,80,236,27,2011,5,2016-2017,2017,0.5
1058,0,Stephen Curry,Golden State Warriors,West,"Apr 3, 2017",G,75,190,28,2009,7,2016-2017,2017,0.5
1059,0,DeMar DeRozan,Toronto Raptors,East,"Mar 27, 2017",GF,79,220,27,2009,7,2016-2017,2017,0.5
1060,0,James Harden,Houston Rockets,West,"Mar 27, 2017",SG,77,220,27,2009,7,2016-2017,2017,0.5
1061,0,Hassan Whiteside,Miami Heat,East,"Mar 20, 2017",C,84,265,27,2010,4,2016-2017,2017,0.5
1062,0,Damian Lillard,Portland Trail Blazers,West,"Mar 20, 2017",G,75,195,26,2012,4,2016-2017,2017,0.5
1063,0,John Wall,Washington Wizards,East,"Mar 13, 2017",PG,76,210,26,2010,6,2016-2017,2017,0.5
1064,0,Karl-Anthony Towns,Minnesota Timberwolves,West,"Mar 13, 2017",C,84,244,21,2015,1,2016-2017,2017,0.5
1065,0,Kemba Walker,Charlotte Hornets,East,"Mar 6, 2017",G,73,184,26,2011,5,2016-2017,2017,0.5
1066,0,Kawhi Leonard,San Antonio Spurs,West,"Mar 6, 2017",F,79,230,25,2011,5,2016-2017,2017,0.5
1067,0,LeBron James,Cleveland Cavaliers,East,"Feb 13, 2017",F,80,250,32,2003,13,2016-2017,2017,0.5
1068,0,Blake Griffin,Los Angeles Clippers,West,"Feb 13, 2017",PF,82,250,27,2009,7,2016-2017,2017,0.5
1069,0,Isaiah Thomas,Boston Celtics,East,"Feb 6, 2017",PG,69,185,28,2011,5,2016-2017,2017,0.5
1070,0,Stephen Curry,Golden State Warriors,West,"Feb 6, 2017",G,75,190,28,2009,7,2016-2017,2017,0.5
1071,0,Dion Waiters,Miami Heat,East,"Jan 30, 2017",SG,76,215,25,2012,4,2016-2017,2017,0.5
1072,0,DeMarcus Cousins,Sacramento Kings,West,"Jan 30, 2017",C,83,270,26,2010,6,2016-2017,2017,0.5
1073,0,Joel Embiid,Philadelphia Sixers,East,"Jan 23, 2017",C,84,260,22,2014,2,2016-2017,2017,0.5
1074,0,Kawhi Leonard,San Antonio Spurs,West,"Jan 23, 2017",F,79,230,25,2011,5,2016-2017,2017,0.5
1075,0,DeMar DeRozan,Toronto Raptors,East,"Jan 16, 2017",GF,79,220,27,2009,7,2016-2017,2017,0.5
1076,0,Gordon Hayward,Utah Jazz,West,"Jan 16, 2017",GF,80,225,26,2010,6,2016-2017,2017,0.5
1077,0,Jimmy Butler,Chicago Bulls,East,"Jan 9, 2017",GF,80,236,27,2011,5,2016-2017,2017,0.5
1078,0,Stephen Curry,Golden State Warriors,West,"Jan 9, 2017",G,75,190,28,2009,7,2016-2017,2017,0.5
1079,0,John Wall,Washington Wizards,East,"Jan 2, 2017",PG,76,210,26,2010,6,2016-2017,2017,0.5
1080,0,James Harden,Houston Rockets,West,"Jan 2, 2017",SG,77,220,27,2009,7,2016-2017,2017,0.5
1081,0,Isaiah Thomas,Boston Celtics,East,"Dec 26, 2016",PG,69,185,28,2011,5,2016-2017,2017,0.5
1082,0,Russell Westbrook,Oklahoma City Thunder,West,"Dec 26, 2016",G,75,200,28,2008,8,2016-2017,2017,0.5
1083,0,DeMar DeRozan,Toronto Raptors,East,"Dec 19, 2016",GF,79,220,27,2009,7,2016-2017,2017,0.5
1084,0,James Harden,Houston Rockets,West,"Dec 19, 2016",SG,77,220,27,2009,7,2016-2017,2017,0.5
1085,0,LeBron James,Cleveland Cavaliers,East,"Dec 12, 2016",F,80,250,32,2003,13,2016-2017,2017,0.5
1086,0,Marc Gasol,Memphis Grizzlies,West,"Dec 12, 2016",C,85,255,32,2007,8,2016-2017,2017,0.5
1087,0,Giannis Antetokounmpo,Milwaukee Bucks,East,"Dec 5, 2016",F,83,242,22,2013,3,2016-2017,2017,0.5
1088,0,Russell Westbrook,Oklahoma City Thunder,West,"Dec 5, 2016",G,75,200,28,2008,8,2016-2017,2017,0.5
1089,0,Kevin Love,Cleveland Cavaliers,East,"Nov 28, 2016",FC,82,251,28,2008,8,2016-2017,2017,0.5
1090,0,Kevin Durant,Golden State Warriors,West,"Nov 28, 2016",SF,81,240,28,2007,9,2016-2017,2017,0.5
1091,0,Jimmy Butler,Chicago Bulls,East,"Nov 21, 2016",GF,80,236,27,2011,5,2016-2017,2017,0.5
1092,0,Anthony Davis,New Orleans Pelicans,West,"Nov 21, 2016",PF,82,253,23,2012,4,2016-2017,2017,0.5
1093,0,DeMar DeRozan,Toronto Raptors,East,"Nov 14, 2016",GF,79,220,27,2009,7,2016-2017,2017,0.5
1094,0,James Harden,Houston Rockets,West,"Nov 14, 2016",SG,77,220,27,2009,7,2016-2017,2017,0.5
1095,0,LeBron James,Cleveland Cavaliers,East,"Nov 7, 2016",F,80,250,32,2003,13,2016-2017,2017,0.5
1096,0,George Hill,Utah Jazz,West,"Nov 7, 2016",G,75,188,30,2008,8,2016-2017,2017,0.5
1097,0,LeBron James,Cleveland Cavaliers,East,"Oct 31, 2016",F,80,250,32,2003,13,2016-2017,2017,0.5
1098,0,Russell Westbrook,Oklahoma City Thunder,West,"Oct 31, 2016",G,75,200,28,2008,8,2016-2017,2017,0.5
1099,0,Ben Simmons,Philadelphia Sixers,East,"Apr 9, 2018",PF,82,230,21,2016,1,2017-2018,2018,0.5
1100,0,Nikola Jokic,Denver Nuggets,West,"Apr 9, 2018",C,84,250,23,2014,2,2017-2018,2018,0.5
1101,0,Victor Oladipo,Indiana Pacers,East,"Apr 2, 2018",G,76,210,25,2013,4,2017-2018,2018,0.5
1102,0,Damian Lillard,Portland Trail Blazers,West,"Apr 2, 2018",G,75,195,27,2012,5,2017-2018,2018,0.5
1103,0,LeBron James,Cleveland Cavaliers,East,"Mar 26, 2018",F,80,250,33,2003,14,2017-2018,2018,0.5
1104,0,LaMarcus Aldridge,San Antonio Spurs,West,"Mar 26, 2018",FC,83,260,32,2006,11,2017-2018,2018,0.5
1105,0,LeBron James,Cleveland Cavaliers,East,"Mar 19, 2018",F,80,250,33,2003,14,2017-2018,2018,0.5
1106,0,Russell Westbrook,Oklahoma City Thunder,West,"Mar 19, 2018",G,75,200,29,2008,9,2017-2018,2018,0.5
1107,0,DeMar DeRozan,Toronto Raptors,East,"Mar 12, 2018",GF,79,220,28,2009,8,2017-2018,2018,0.5
1108,0,Damian Lillard,Portland Trail Blazers,West,"Mar 12, 2018",G,75,195,27,2012,5,2017-2018,2018,0.5
1109,0,DeMar DeRozan,Toronto Raptors,East,"Mar 5, 2018",GF,79,220,28,2009,8,2017-2018,2018,0.5
1110,0,Anthony Davis,New Orleans Pelicans,West,"Mar 5, 2018",PF,82,253,24,2012,5,2017-2018,2018,0.5
1111,0,Joel Embiid,Philadelphia Sixers,East,"Feb 12, 2018",C,84,260,23,2014,3,2017-2018,2018,0.5
1112,0,James Harden,Houston Rockets,West,"Feb 12, 2018",SG,77,220,28,2009,8,2017-2018,2018,0.5
1113,0,Andre Drummond,Detroit Pistons,East,"Feb 5, 2018",C,83,279,24,2012,5,2017-2018,2018,0.5
1114,0,James Harden,Houston Rockets,West,"Feb 5, 2018",SG,77,220,28,2009,8,2017-2018,2018,0.5
1115,0,Khris Middleton,Milwaukee Bucks,East,"Jan 29, 2018",SF,80,222,26,2012,5,2017-2018,2018,0.5
1116,0,Stephen Curry,Golden State Warriors,West,"Jan 29, 2018",G,75,190,29,2009,8,2017-2018,2018,0.5
1117,0,Joel Embiid,Philadelphia Sixers,East,"Jan 22, 2018",C,84,260,23,2014,3,2017-2018,2018,0.5
1118,0,Damian Lillard,Portland Trail Blazers,West,"Jan 22, 2018",G,75,195,27,2012,5,2017-2018,2018,0.5
1119,0,Goran Dragic,Miami Heat,East,"Jan 15, 2018",G,75,190,31,2008,9,2017-2018,2018,0.5
1120,0,Lou Williams,Los Angeles Clippers,West,"Jan 15, 2018",G,73,175,31,2005,12,2017-2018,2018,0.5
1121,0,DeMar DeRozan,Toronto Raptors,East,"Jan 8, 2018",GF,79,220,28,2009,8,2017-2018,2018,0.5
1122,0,Stephen Curry,Golden State Warriors,West,"Jan 8, 2018",G,75,190,29,2009,8,2017-2018,2018,0.5
1123,0,Bradley Beal,Washington Wizards,East,"Jan 2, 2018",SG,77,207,24,2012,5,2017-2018,2018,0.5
1124,0,Lou Williams,Los Angeles Clippers,West,"Jan 2, 2018",G,73,175,31,2005,12,2017-2018,2018,0.5
1125,0,DeMar DeRozan,Toronto Raptors,East,"Dec 26, 2017",GF,79,220,28,2009,8,2017-2018,2018,0.5
1126,0,Russell Westbrook,Oklahoma City Thunder,West,"Dec 26, 2017",G,75,200,29,2008,9,2017-2018,2018,0.5
1127,0,LeBron James,Cleveland Cavaliers,East,"Dec 18, 2017",F,80,250,33,2003,14,2017-2018,2018,0.5
1128,0,Chris Paul,Houston Rockets,West,"Dec 18, 2017",PG,72,175,32,2005,12,2017-2018,2018,0.5
